1,1.074,1342700008,user_group-2,1.070015,,{'Example_Timer': 1.0688521837432248}
2,1.522,1342700009,user_group-1,1.519386,,{'Example_Timer': 1.517762398842814}
3,1.578,1342700009,user_group-1,1.575363,,{'Example_Timer': 1.5736784107503303}
4,1.587,1342700009,user_group-1,1.584682,,{'Example_Timer': 1.583036866844401}
5,1.913,1342700009,user_group-2,1.908616,,{'Example_Timer': 1.9085264688092303}
6,2.003,1342700009,user_group-2,1.999994,,{'Example_Timer': 1.997695115618457}
7,2.777,1342700010,user_group-2,1.700534,,{'Example_Timer': 1.7004311354420762}
8,2.801,1342700010,user_group-1,1.274855,,{'Example_Timer': 1.2735303562547173}
9,3.062,1342700010,user_group-1,1.474605,,{'Example_Timer': 1.4743398533348933}
10,3.344,1342700011,user_group-2,1.340902,,{'Example_Timer': 1.3397862087742152}
11,3.446,1342700011,user_group-1,1.868192,,{'Example_Timer': 1.86691331422325}
12,3.560,1342700011,user_group-2,1.647459,,{'Example_Timer': 1.6457392099976307}
13,3.862,1342700011,user_group-1,1.060584,,{'Example_Timer': 1.059451324853263}
14,4.481,1342700012,user_group-2,1.703785,,{'Example_Timer': 1.7036526103413463}
15,4.515,1342700012,user_group-1,1.069085,,{'Example_Timer': 1.0679481169854736}
16,4.601,1342700012,user_group-1,1.538891,,{'Example_Timer': 1.5372785513903686}
17,4.684,1342700012,user_group-2,1.123358,,{'Example_Timer': 1.1218337113566}
18,5.076,1342700012,user_group-2,1.731524,,{'Example_Timer': 1.7297140161163544}
19,5.264,1342700013,user_group-1,1.402021,,{'Example_Timer': 1.4005669747532727}
20,5.548,1342700013,user_group-2,1.067625,,{'Example_Timer': 1.0667956961054346}
21,5.650,1342700013,user_group-1,1.134994,,{'Example_Timer': 1.1342556781475572}
22,6.007,1342700013,user_group-2,1.323495,,{'Example_Timer': 1.3220921221916142}
23,6.577,1342700014,user_group-1,1.975514,,{'Example_Timer': 1.9753549722398835}
24,6.647,1342700014,user_group-2,1.571392,,{'Example_Timer': 1.5702912355812484}
25,6.675,1342700014,user_group-1,1.410415,,{'Example_Timer': 1.4089018985683128}
26,6.926,1342700014,user_group-1,1.275709,,{'Example_Timer': 1.2743643701070337}
27,7.258,1342700015,user_group-2,1.709311,,{'Example_Timer': 1.7074931308320513}
28,7.700,1342700015,user_group-2,1.692956,,{'Example_Timer': 1.691241574320307}
29,7.795,1342700015,user_group-2,1.147546,,{'Example_Timer': 1.146316497323716}
30,7.854,1342700015,user_group-1,1.277142,,{'Example_Timer': 1.2765020070698763}
31,8.134,1342700016,user_group-1,1.207604,,{'Example_Timer': 1.2063204514358612}
32,8.471,1342700016,user_group-1,1.795845,,{'Example_Timer': 1.7939774542103863}
33,8.710,1342700016,user_group-2,1.009350,,{'Example_Timer': 1.0082653785118012}
34,8.810,1342700016,user_group-2,1.014695,,{'Example_Timer': 1.013576591765454}
35,8.879,1342700016,user_group-1,1.025307,,{'Example_Timer': 1.0242245642211119}
36,9.194,1342700017,user_group-2,1.936134,,{'Example_Timer': 1.9341248505406194}
37,9.827,1342700017,user_group-1,1.692649,,{'Example_Timer': 1.690889238902796}
38,10.192,1342700018,user_group-1,1.312645,,{'Example_Timer': 1.3112274718649917}
39,10.446,1342700018,user_group-1,1.975688,,{'Example_Timer': 1.9736042252354382}
40,10.551,1342700018,user_group-2,1.841408,,{'Example_Timer': 1.8394983341638502}
41,10.810,1342700018,user_group-2,2.000297,,{'Example_Timer': 1.9981968955447185}
42,10.856,1342700018,user_group-1,1.029318,,{'Example_Timer': 1.028188837566562}
43,11.033,1342700018,user_group-2,1.838576,,{'Example_Timer': 1.8366708149077413}
44,11.833,1342700019,user_group-2,1.022165,,{'Example_Timer': 1.0213069794385032}
45,11.995,1342700019,user_group-1,1.803187,,{'Example_Timer': 1.8013152324644413}
46,12.246,1342700020,user_group-1,1.799341,,{'Example_Timer': 1.7974648330321883}
47,12.297,1342700020,user_group-2,1.745932,,{'Example_Timer': 1.744088579424675}
48,12.305,1342700020,user_group-1,1.449272,,{'Example_Timer': 1.4477077749997234}
49,12.995,1342700020,user_group-2,1.962603,,{'Example_Timer': 1.960538498517384}
50,13.442,1342700021,user_group-1,1.446275,,{'Example_Timer': 1.4447291033155252}
51,13.589,1342700021,user_group-1,1.283018,,{'Example_Timer': 1.2821404669533782}
52,13.630,1342700021,user_group-2,1.332485,,{'Example_Timer': 1.3310829084530513}
53,13.682,1342700021,user_group-2,1.849174,,{'Example_Timer': 1.84725537833936}
54,13.875,1342700021,user_group-1,1.628784,,{'Example_Timer': 1.6271029615352344}
55,14.154,1342700022,user_group-2,1.158949,,{'Example_Timer': 1.1576748091889173}
56,15.008,1342700022,user_group-2,1.377425,,{'Example_Timer': 1.3760022401263394}
57,15.057,1342700022,user_group-2,1.374615,,{'Example_Timer': 1.3744048309390489}
58,15.094,1342700023,user_group-1,1.651875,,{'Example_Timer': 1.6501211786179928}
59,15.155,1342700023,user_group-1,1.280662,,{'Example_Timer': 1.2792780618173547}
60,15.481,1342700023,user_group-1,1.891913,,{'Example_Timer': 1.891268207789758}
61,16.070,1342700023,user_group-2,1.915095,,{'Example_Timer': 1.9130826038224074}
62,16.405,1342700024,user_group-1,1.310650,,{'Example_Timer': 1.3094080194823943}
63,16.405,1342700024,user_group-1,1.249190,,{'Example_Timer': 1.2481135928244989}
64,16.466,1342700024,user_group-2,1.409668,,{'Example_Timer': 1.4081344687885131}
65,16.854,1342700024,user_group-2,1.845785,,{'Example_Timer': 1.8432416183061169}
66,17.099,1342700025,user_group-1,1.618619,,{'Example_Timer': 1.616925667450781}
67,17.211,1342700025,user_group-2,1.140757,,{'Example_Timer': 1.1395155001507875}
68,17.508,1342700025,user_group-1,1.103490,,{'Example_Timer': 1.1021449004126045}
69,17.587,1342700025,user_group-2,1.120578,,{'Example_Timer': 1.1193634532395809}
70,17.760,1342700025,user_group-1,1.355501,,{'Example_Timer': 1.3549605609758775}
71,18.401,1342700026,user_group-1,1.301089,,{'Example_Timer': 1.299896771463307}
72,18.457,1342700026,user_group-2,1.602928,,{'Example_Timer': 1.6024612934024893}
73,18.639,1342700026,user_group-2,1.428797,,{'Example_Timer': 1.4272924909844078}
